id|reportsuiteid|reportsuitename|data|hour|termo|quantidade|createdat
1680||CB - CasasBahia.com.br|09/08/2018|23|armÃ¡rio de cozinha|203|2018-08-14 15:54:07.0000000
1681||EX - Extra.com.br|09/08/2018|0|iphone|15|2018-08-14 15:54:13.0000000
1682||EX - Extra.com.br|09/08/2018|0|tablet|18|2018-08-14 15:54:13.0000000
1683||EX - Extra.com.br|09/08/2018|0|microondas|30|2018-08-14 15:54:13.0000000
1684||EX - Extra.com.br|09/08/2018|0|extra online|17|2018-08-14 15:54:13.0000000
1685||EX - Extra.com.br|09/08/2018|0|pneu aro 14|13|2018-08-14 15:54:13.0000000
1686||EX - Extra.com.br|09/08/2018|0|cadastro clube extra|9|2018-08-14 15:54:13.0000000
1687||EX - Extra.com.br|09/08/2018|0|relÃ³gio masculino|42|2018-08-14 15:54:13.0000000
1688||EX - Extra.com.br|09/08/2018|0|cadeira escritÃ³rio|5|2018-08-14 15:54:13.0000000
1689||EX - Extra.com.br|09/08/2018|0|j7 prime|9|2018-08-14 15:54:13.0000000
1690||EX - Extra.com.br|09/08/2018|0|notebook|26|2018-08-14 15:54:13.0000000
1691||EX - Extra.com.br|09/08/2018|1|iphone|16|2018-08-14 15:54:13.0000000
1692||EX - Extra.com.br|09/08/2018|1|tablet|0|2018-08-14 15:54:13.0000000
1693||EX - Extra.com.br|09/08/2018|1|microondas|4|2018-08-14 15:54:13.0000000
1694||EX - Extra.com.br|09/08/2018|1|extra online|5|2018-08-14 15:54:13.0000000
1695||EX - Extra.com.br|09/08/2018|1|pneu aro 14|3|2018-08-14 15:54:13.0000000
1696||EX - Extra.com.br|09/08/2018|1|cadastro clube extra|6|2018-08-14 15:54:13.0000000
1697||EX - Extra.com.br|09/08/2018|1|relÃ³gio masculino|4|2018-08-14 15:54:13.0000000
1698||EX - Extra.com.br|09/08/2018|1|cadeira escritÃ³rio|1|2018-08-14 15:54:13.0000000
1699||EX - Extra.com.br|09/08/2018|1|j7 prime|6|2018-08-14 15:54:13.0000000
1700||EX - Extra.com.br|09/08/2018|1|notebook|0|2018-08-14 15:54:13.0000000
1701||EX - Extra.com.br|09/08/2018|2|iphone|45|2018-08-14 15:54:13.0000000
1702||EX - Extra.com.br|09/08/2018|2|tablet|21|2018-08-14 15:54:13.0000000
1703||EX - Extra.com.br|09/08/2018|2|microondas|0|2018-08-14 15:54:13.0000000
1704||EX - Extra.com.br|09/08/2018|2|extra online|6|2018-08-14 15:54:13.0000000
1705||EX - Extra.com.br|09/08/2018|2|pneu aro 14|1|2018-08-14 15:54:13.0000000
1706||EX - Extra.com.br|09/08/2018|2|cadastro clube extra|0|2018-08-14 15:54:13.0000000
1707||EX - Extra.com.br|09/08/2018|2|relÃ³gio masculino|0|2018-08-14 15:54:13.0000000
1708||EX - Extra.com.br|09/08/2018|2|cadeira escritÃ³rio|9|2018-08-14 15:54:13.0000000
1709||EX - Extra.com.br|09/08/2018|2|j7 prime|2|2018-08-14 15:54:13.0000000
1710||EX - Extra.com.br|09/08/2018|2|notebook|0|2018-08-14 15:54:13.0000000
1711||EX - Extra.com.br|09/08/2018|3|iphone|5|2018-08-14 15:54:13.0000000
1712||EX - Extra.com.br|09/08/2018|3|tablet|2|2018-08-14 15:54:13.0000000
1713||EX - Extra.com.br|09/08/2018|3|microondas|0|2018-08-14 15:54:13.0000000
1714||EX - Extra.com.br|09/08/2018|3|extra online|3|2018-08-14 15:54:13.0000000
1715||EX - Extra.com.br|09/08/2018|3|pneu aro 14|18|2018-08-14 15:54:13.0000000
1716||EX - Extra.com.br|09/08/2018|3|cadastro clube extra|1|2018-08-14 15:54:13.0000000
1717||EX - Extra.com.br|09/08/2018|3|relÃ³gio masculino|0|2018-08-14 15:54:13.0000000
1718||EX - Extra.com.br|09/08/2018|3|cadeira escritÃ³rio|3|2018-08-14 15:54:13.0000000
1719||EX - Extra.com.br|09/08/2018|3|j7 prime|0|2018-08-14 15:54:13.0000000
1720||EX - Extra.com.br|09/08/2018|3|notebook|0|2018-08-14 15:54:13.0000000
1721||EX - Extra.com.br|09/08/2018|4|iphone|5|2018-08-14 15:54:13.0000000
1722||EX - Extra.com.br|09/08/2018|4|tablet|2|2018-08-14 15:54:13.0000000
1723||EX - Extra.com.br|09/08/2018|4|microondas|0|2018-08-14 15:54:13.0000000
1724||EX - Extra.com.br|09/08/2018|4|extra online|0|2018-08-14 15:54:13.0000000
1725||EX - Extra.com.br|09/08/2018|4|pneu aro 14|0|2018-08-14 15:54:13.0000000
1726||EX - Extra.com.br|09/08/2018|4|cadastro clube extra|0|2018-08-14 15:54:13.0000000
1727||EX - Extra.com.br|09/08/2018|4|relÃ³gio masculino|0|2018-08-14 15:54:13.0000000
1728||EX - Extra.com.br|09/08/2018|4|cadeira escritÃ³rio|0|2018-08-14 15:54:13.0000000
1729||EX - Extra.com.br|09/08/2018|4|j7 prime|2|2018-08-14 15:54:13.0000000
1730||EX - Extra.com.br|09/08/2018|4|notebook|13|2018-08-14 15:54:13.0000000
1731||EX - Extra.com.br|09/08/2018|5|iphone|2|2018-08-14 15:54:13.0000000
1732||EX - Extra.com.br|09/08/2018|5|tablet|2|2018-08-14 15:54:13.0000000
1733||EX - Extra.com.br|09/08/2018|5|microondas|0|2018-08-14 15:54:13.0000000
1734||EX - Extra.com.br|09/08/2018|5|extra online|3|2018-08-14 15:54:13.0000000
1735||EX - Extra.com.br|09/08/2018|5|pneu aro 14|2|2018-08-14 15:54:13.0000000
1736||EX - Extra.com.br|09/08/2018|5|cadastro clube extra|0|2018-08-14 15:54:13.0000000
1737||EX - Extra.com.br|09/08/2018|5|relÃ³gio masculino|0|2018-08-14 15:54:13.0000000
1738||EX - Extra.com.br|09/08/2018|5|cadeira escritÃ³rio|8|2018-08-14 15:54:13.0000000
1739||EX - Extra.com.br|09/08/2018|5|j7 prime|0|2018-08-14 15:54:13.0000000
1740||EX - Extra.com.br|09/08/2018|5|notebook|0|2018-08-14 15:54:13.0000000
1741||EX - Extra.com.br|09/08/2018|6|iphone|6|2018-08-14 15:54:13.0000000
1742||EX - Extra.com.br|09/08/2018|6|tablet|11|2018-08-14 15:54:13.0000000
1743||EX - Extra.com.br|09/08/2018|6|microondas|0|2018-08-14 15:54:13.0000000
1744||EX - Extra.com.br|09/08/2018|6|extra online|2|2018-08-14 15:54:13.0000000
1745||EX - Extra.com.br|09/08/2018|6|pneu aro 14|2|2018-08-14 15:54:13.0000000
1746||EX - Extra.com.br|09/08/2018|6|cadastro clube extra|2|2018-08-14 15:54:13.0000000
1747||EX - Extra.com.br|09/08/2018|6|relÃ³gio masculino|0|2018-08-14 15:54:13.0000000
1748||EX - Extra.com.br|09/08/2018|6|cadeira escritÃ³rio|9|2018-08-14 15:54:13.0000000
1749||EX - Extra.com.br|09/08/2018|6|j7 prime|4|2018-08-14 15:54:13.0000000
1750||EX - Extra.com.br|09/08/2018|6|notebook|25|2018-08-14 15:54:13.0000000
1751||EX - Extra.com.br|09/08/2018|7|iphone|22|2018-08-14 15:54:13.0000000
1752||EX - Extra.com.br|09/08/2018|7|tablet|12|2018-08-14 15:54:13.0000000
1753||EX - Extra.com.br|09/08/2018|7|microondas|2|2018-08-14 15:54:13.0000000
1754||EX - Extra.com.br|09/08/2018|7|extra online|21|2018-08-14 15:54:13.0000000
1755||EX - Extra.com.br|09/08/2018|7|pneu aro 14|57|2018-08-14 15:54:13.0000000
1756||EX - Extra.com.br|09/08/2018|7|cadastro clube extra|11|2018-08-14 15:54:13.0000000
1757||EX - Extra.com.br|09/08/2018|7|relÃ³gio masculino|10|2018-08-14 15:54:13.0000000
1758||EX - Extra.com.br|09/08/2018|7|cadeira escritÃ³rio|5|2018-08-14 15:54:13.0000000
1759||EX - Extra.com.br|09/08/2018|7|j7 prime|22|2018-08-14 15:54:13.0000000
1760||EX - Extra.com.br|09/08/2018|7|notebook|5|2018-08-14 15:54:13.0000000
1761||EX - Extra.com.br|09/08/2018|8|iphone|81|2018-08-14 15:54:13.0000000
1762||EX - Extra.com.br|09/08/2018|8|tablet|11|2018-08-14 15:54:13.0000000
1763||EX - Extra.com.br|09/08/2018|8|microondas|32|2018-08-14 15:54:13.0000000
1764||EX - Extra.com.br|09/08/2018|8|extra online|51|2018-08-14 15:54:13.0000000
1765||EX - Extra.com.br|09/08/2018|8|pneu aro 14|49|2018-08-14 15:54:13.0000000
1766||EX - Extra.com.br|09/08/2018|8|cadastro clube extra|56|2018-08-14 15:54:13.0000000
1767||EX - Extra.com.br|09/08/2018|8|relÃ³gio masculino|62|2018-08-14 15:54:13.0000000
1768||EX - Extra.com.br|09/08/2018|8|cadeira escritÃ³rio|55|2018-08-14 15:54:13.0000000
1769||EX - Extra.com.br|09/08/2018|8|j7 prime|56|2018-08-14 15:54:13.0000000
1770||EX - Extra.com.br|09/08/2018|8|notebook|61|2018-08-14 15:54:13.0000000
1771||EX - Extra.com.br|09/08/2018|9|iphone|151|2018-08-14 15:54:13.0000000
1772||EX - Extra.com.br|09/08/2018|9|tablet|156|2018-08-14 15:54:13.0000000
1773||EX - Extra.com.br|09/08/2018|9|microondas|107|2018-08-14 15:54:13.0000000
1774||EX - Extra.com.br|09/08/2018|9|extra online|53|2018-08-14 15:54:13.0000000
1775||EX - Extra.com.br|09/08/2018|9|pneu aro 14|43|2018-08-14 15:54:13.0000000
1776||EX - Extra.com.br|09/08/2018|9|cadastro clube extra|86|2018-08-14 15:54:13.0000000
1777||EX - Extra.com.br|09/08/2018|9|relÃ³gio masculino|35|2018-08-14 15:54:13.0000000
1778||EX - Extra.com.br|09/08/2018|9|cadeira escritÃ³rio|72|2018-08-14 15:54:13.0000000
1779||EX - Extra.com.br|09/08/2018|9|j7 prime|54|2018-08-14 15:54:13.0000000
1780||EX - Extra.com.br|09/08/2018|9|notebook|60|2018-08-14 15:54:13.0000000
1781||EX - Extra.com.br|09/08/2018|10|iphone|180|2018-08-14 15:54:13.0000000
1782||EX - Extra.com.br|09/08/2018|10|tablet|152|2018-08-14 15:54:13.0000000
1783||EX - Extra.com.br|09/08/2018|10|microondas|98|2018-08-14 15:54:13.0000000
1784||EX - Extra.com.br|09/08/2018|10|extra online|78|2018-08-14 15:54:13.0000000
1785||EX - Extra.com.br|09/08/2018|10|pneu aro 14|110|2018-08-14 15:54:13.0000000
1786||EX - Extra.com.br|09/08/2018|10|cadastro clube extra|91|2018-08-14 15:54:13.0000000
1787||EX - Extra.com.br|09/08/2018|10|relÃ³gio masculino|36|2018-08-14 15:54:13.0000000
1788||EX - Extra.com.br|09/08/2018|10|cadeira escritÃ³rio|70|2018-08-14 15:54:13.0000000
1789||EX - Extra.com.br|09/08/2018|10|j7 prime|141|2018-08-14 15:54:13.0000000
1790||EX - Extra.com.br|09/08/2018|10|notebook|39|2018-08-14 15:54:13.0000000
1791||EX - Extra.com.br|09/08/2018|11|iphone|144|2018-08-14 15:54:13.0000000
1792||EX - Extra.com.br|09/08/2018|11|tablet|90|2018-08-14 15:54:13.0000000
1793||EX - Extra.com.br|09/08/2018|11|microondas|135|2018-08-14 15:54:13.0000000
1794||EX - Extra.com.br|09/08/2018|11|extra online|63|2018-08-14 15:54:13.0000000
1795||EX - Extra.com.br|09/08/2018|11|pneu aro 14|49|2018-08-14 15:54:13.0000000
1796||EX - Extra.com.br|09/08/2018|11|cadastro clube extra|93|2018-08-14 15:54:13.0000000
1797||EX - Extra.com.br|09/08/2018|11|relÃ³gio masculino|67|2018-08-14 15:54:13.0000000
1798||EX - Extra.com.br|09/08/2018|11|cadeira escritÃ³rio|64|2018-08-14 15:54:13.0000000
1799||EX - Extra.com.br|09/08/2018|11|j7 prime|66|2018-08-14 15:54:13.0000000
1800||EX - Extra.com.br|09/08/2018|11|notebook|88|2018-08-14 15:54:13.0000000
1801||EX - Extra.com.br|09/08/2018|12|iphone|100|2018-08-14 15:54:13.0000000
1802||EX - Extra.com.br|09/08/2018|12|tablet|72|2018-08-14 15:54:13.0000000
1803||EX - Extra.com.br|09/08/2018|12|microondas|114|2018-08-14 15:54:13.0000000
1804||EX - Extra.com.br|09/08/2018|12|extra online|75|2018-08-14 15:54:13.0000000
1805||EX - Extra.com.br|09/08/2018|12|pneu aro 14|140|2018-08-14 15:54:13.0000000
1806||EX - Extra.com.br|09/08/2018|12|cadastro clube extra|78|2018-08-14 15:54:13.0000000
1807||EX - Extra.com.br|09/08/2018|12|relÃ³gio masculino|48|2018-08-14 15:54:13.0000000
1808||EX - Extra.com.br|09/08/2018|12|cadeira escritÃ³rio|69|2018-08-14 15:54:13.0000000
1809||EX - Extra.com.br|09/08/2018|12|j7 prime|76|2018-08-14 15:54:13.0000000
1810||EX - Extra.com.br|09/08/2018|12|notebook|62|2018-08-14 15:54:13.0000000
1811||EX - Extra.com.br|09/08/2018|13|iphone|175|2018-08-14 15:54:13.0000000
1812||EX - Extra.com.br|09/08/2018|13|tablet|95|2018-08-14 15:54:13.0000000
1813||EX - Extra.com.br|09/08/2018|13|microondas|67|2018-08-14 15:54:13.0000000
1814||EX - Extra.com.br|09/08/2018|13|extra online|63|2018-08-14 15:54:13.0000000
1815||EX - Extra.com.br|09/08/2018|13|pneu aro 14|55|2018-08-14 15:54:13.0000000
1816||EX - Extra.com.br|09/08/2018|13|cadastro clube extra|109|2018-08-14 15:54:13.0000000
1817||EX - Extra.com.br|09/08/2018|13|relÃ³gio masculino|124|2018-08-14 15:54:13.0000000
1818||EX - Extra.com.br|09/08/2018|13|cadeira escritÃ³rio|88|2018-08-14 15:54:13.0000000
1819||EX - Extra.com.br|09/08/2018|13|j7 prime|49|2018-08-14 15:54:13.0000000
1820||EX - Extra.com.br|09/08/2018|13|notebook|50|2018-08-14 15:54:13.0000000
1821||EX - Extra.com.br|09/08/2018|14|iphone|116|2018-08-14 15:54:13.0000000
1822||EX - Extra.com.br|09/08/2018|14|tablet|94|2018-08-14 15:54:13.0000000
1823||EX - Extra.com.br|09/08/2018|14|microondas|132|2018-08-14 15:54:13.0000000
1824||EX - Extra.com.br|09/08/2018|14|extra online|103|2018-08-14 15:54:13.0000000
1825||EX - Extra.com.br|09/08/2018|14|pneu aro 14|119|2018-08-14 15:54:13.0000000
1826||EX - Extra.com.br|09/08/2018|14|cadastro clube extra|111|2018-08-14 15:54:13.0000000
1827||EX - Extra.com.br|09/08/2018|14|relÃ³gio masculino|59|2018-08-14 15:54:13.0000000
1828||EX - Extra.com.br|09/08/2018|14|cadeira escritÃ³rio|120|2018-08-14 15:54:13.0000000
1829||EX - Extra.com.br|09/08/2018|14|j7 prime|70|2018-08-14 15:54:13.0000000
1830||EX - Extra.com.br|09/08/2018|14|notebook|91|2018-08-14 15:54:13.0000000
1831||EX - Extra.com.br|09/08/2018|15|iphone|122|2018-08-14 15:54:13.0000000
1832||EX - Extra.com.br|09/08/2018|15|tablet|189|2018-08-14 15:54:13.0000000
1833||EX - Extra.com.br|09/08/2018|15|microondas|62|2018-08-14 15:54:13.0000000
1834||EX - Extra.com.br|09/08/2018|15|extra online|57|2018-08-14 15:54:13.0000000
1835||EX - Extra.com.br|09/08/2018|15|pneu aro 14|84|2018-08-14 15:54:13.0000000
1836||EX - Extra.com.br|09/08/2018|15|cadastro clube extra|87|2018-08-14 15:54:13.0000000
1837||EX - Extra.com.br|09/08/2018|15|relÃ³gio masculino|43|2018-08-14 15:54:13.0000000
1838||EX - Extra.com.br|09/08/2018|15|cadeira escritÃ³rio|95|2018-08-14 15:54:13.0000000
1839||EX - Extra.com.br|09/08/2018|15|j7 prime|49|2018-08-14 15:54:13.0000000
1840||EX - Extra.com.br|09/08/2018|15|notebook|47|2018-08-14 15:54:13.0000000
1841||EX - Extra.com.br|09/08/2018|16|iphone|150|2018-08-14 15:54:13.0000000
1842||EX - Extra.com.br|09/08/2018|16|tablet|132|2018-08-14 15:54:13.0000000
1843||EX - Extra.com.br|09/08/2018|16|microondas|32|2018-08-14 15:54:13.0000000
1844||EX - Extra.com.br|09/08/2018|16|extra online|72|2018-08-14 15:54:13.0000000
1845||EX - Extra.com.br|09/08/2018|16|pneu aro 14|47|2018-08-14 15:54:13.0000000
1846||EX - Extra.com.br|09/08/2018|16|cadastro clube extra|94|2018-08-14 15:54:13.0000000
1847||EX - Extra.com.br|09/08/2018|16|relÃ³gio masculino|84|2018-08-14 15:54:13.0000000
1848||EX - Extra.com.br|09/08/2018|16|cadeira escritÃ³rio|57|2018-08-14 15:54:13.0000000
1849||EX - Extra.com.br|09/08/2018|16|j7 prime|51|2018-08-14 15:54:13.0000000
1850||EX - Extra.com.br|09/08/2018|16|notebook|75|2018-08-14 15:54:13.0000000
1851||EX - Extra.com.br|09/08/2018|17|iphone|103|2018-08-14 15:54:13.0000000
1852||EX - Extra.com.br|09/08/2018|17|tablet|84|2018-08-14 15:54:13.0000000
1853||EX - Extra.com.br|09/08/2018|17|microondas|71|2018-08-14 15:54:13.0000000
1854||EX - Extra.com.br|09/08/2018|17|extra online|87|2018-08-14 15:54:13.0000000
1855||EX - Extra.com.br|09/08/2018|17|pneu aro 14|97|2018-08-14 15:54:13.0000000
1856||EX - Extra.com.br|09/08/2018|17|cadastro clube extra|66|2018-08-14 15:54:13.0000000
1857||EX - Extra.com.br|09/08/2018|17|relÃ³gio masculino|75|2018-08-14 15:54:13.0000000
1858||EX - Extra.com.br|09/08/2018|17|cadeira escritÃ³rio|76|2018-08-14 15:54:13.0000000
1859||EX - Extra.com.br|09/08/2018|17|j7 prime|55|2018-08-14 15:54:13.0000000
1860||EX - Extra.com.br|09/08/2018|17|notebook|63|2018-08-14 15:54:13.0000000
1861||EX - Extra.com.br|09/08/2018|18|iphone|89|2018-08-14 15:54:13.0000000
1862||EX - Extra.com.br|09/08/2018|18|tablet|74|2018-08-14 15:54:13.0000000
1863||EX - Extra.com.br|09/08/2018|18|microondas|76|2018-08-14 15:54:13.0000000
1864||EX - Extra.com.br|09/08/2018|18|extra online|45|2018-08-14 15:54:13.0000000
1865||EX - Extra.com.br|09/08/2018|18|pneu aro 14|27|2018-08-14 15:54:13.0000000
1866||EX - Extra.com.br|09/08/2018|18|cadastro clube extra|43|2018-08-14 15:54:13.0000000
1867||EX - Extra.com.br|09/08/2018|18|relÃ³gio masculino|92|2018-08-14 15:54:13.0000000
1868||EX - Extra.com.br|09/08/2018|18|cadeira escritÃ³rio|72|2018-08-14 15:54:13.0000000
1869||EX - Extra.com.br|09/08/2018|18|j7 prime|55|2018-08-14 15:54:13.0000000
1870||EX - Extra.com.br|09/08/2018|18|notebook|48|2018-08-14 15:54:13.0000000
1871||EX - Extra.com.br|09/08/2018|19|iphone|89|2018-08-14 15:54:13.0000000
1872||EX - Extra.com.br|09/08/2018|19|tablet|110|2018-08-14 15:54:13.0000000
1873||EX - Extra.com.br|09/08/2018|19|microondas|68|2018-08-14 15:54:13.0000000
1874||EX - Extra.com.br|09/08/2018|19|extra online|70|2018-08-14 15:54:13.0000000
1875||EX - Extra.com.br|09/08/2018|19|pneu aro 14|52|2018-08-14 15:54:13.0000000
1876||EX - Extra.com.br|09/08/2018|19|cadastro clube extra|58|2018-08-14 15:54:13.0000000
1877||EX - Extra.com.br|09/08/2018|19|relÃ³gio masculino|89|2018-08-14 15:54:13.0000000
1878||EX - Extra.com.br|09/08/2018|19|cadeira escritÃ³rio|65|2018-08-14 15:54:13.0000000
1879||EX - Extra.com.br|09/08/2018|19|j7 prime|56|2018-08-14 15:54:13.0000000
1880||EX - Extra.com.br|09/08/2018|19|notebook|98|2018-08-14 15:54:13.0000000
1881||EX - Extra.com.br|09/08/2018|20|iphone|162|2018-08-14 15:54:13.0000000
1882||EX - Extra.com.br|09/08/2018|20|tablet|64|2018-08-14 15:54:13.0000000
1883||EX - Extra.com.br|09/08/2018|20|microondas|52|2018-08-14 15:54:13.0000000
1884||EX - Extra.com.br|09/08/2018|20|extra online|96|2018-08-14 15:54:13.0000000
1885||EX - Extra.com.br|09/08/2018|20|pneu aro 14|39|2018-08-14 15:54:13.0000000
1886||EX - Extra.com.br|09/08/2018|20|cadastro clube extra|64|2018-08-14 15:54:13.0000000
1887||EX - Extra.com.br|09/08/2018|20|relÃ³gio masculino|15|2018-08-14 15:54:13.0000000
1888||EX - Extra.com.br|09/08/2018|20|cadeira escritÃ³rio|51|2018-08-14 15:54:13.0000000
1889||EX - Extra.com.br|09/08/2018|20|j7 prime|82|2018-08-14 15:54:13.0000000
1890||EX - Extra.com.br|09/08/2018|20|notebook|39|2018-08-14 15:54:13.0000000
1891||EX - Extra.com.br|09/08/2018|21|iphone|129|2018-08-14 15:54:13.0000000
1892||EX - Extra.com.br|09/08/2018|21|tablet|136|2018-08-14 15:54:13.0000000
1893||EX - Extra.com.br|09/08/2018|21|microondas|51|2018-08-14 15:54:13.0000000
1894||EX - Extra.com.br|09/08/2018|21|extra online|89|2018-08-14 15:54:13.0000000
1895||EX - Extra.com.br|09/08/2018|21|pneu aro 14|64|2018-08-14 15:54:13.0000000
1896||EX - Extra.com.br|09/08/2018|21|cadastro clube extra|52|2018-08-14 15:54:13.0000000
1897||EX - Extra.com.br|09/08/2018|21|relÃ³gio masculino|104|2018-08-14 15:54:13.0000000
1898||EX - Extra.com.br|09/08/2018|21|cadeira escritÃ³rio|72|2018-08-14 15:54:13.0000000
1899||EX - Extra.com.br|09/08/2018|21|j7 prime|52|2018-08-14 15:54:13.0000000
1900||EX - Extra.com.br|09/08/2018|21|notebook|86|2018-08-14 15:54:13.0000000
1901||EX - Extra.com.br|09/08/2018|22|iphone|115|2018-08-14 15:54:13.0000000
1902||EX - Extra.com.br|09/08/2018|22|tablet|89|2018-08-14 15:54:13.0000000
1903||EX - Extra.com.br|09/08/2018|22|microondas|87|2018-08-14 15:54:13.0000000
1904||EX - Extra.com.br|09/08/2018|22|extra online|104|2018-08-14 15:54:13.0000000
1905||EX - Extra.com.br|09/08/2018|22|pneu aro 14|58|2018-08-14 15:54:13.0000000
1906||EX - Extra.com.br|09/08/2018|22|cadastro clube extra|34|2018-08-14 15:54:13.0000000
1907||EX - Extra.com.br|09/08/2018|22|relÃ³gio masculino|99|2018-08-14 15:54:13.0000000
1908||EX - Extra.com.br|09/08/2018|22|cadeira escritÃ³rio|9|2018-08-14 15:54:13.0000000
1909||EX - Extra.com.br|09/08/2018|22|j7 prime|73|2018-08-14 15:54:13.0000000
1910||EX - Extra.com.br|09/08/2018|22|notebook|52|2018-08-14 15:54:13.0000000
1911||EX - Extra.com.br|09/08/2018|23|iphone|46|2018-08-14 15:54:13.0000000
1912||EX - Extra.com.br|09/08/2018|23|tablet|32|2018-08-14 15:54:13.0000000
1913||EX - Extra.com.br|09/08/2018|23|microondas|54|2018-08-14 15:54:13.0000000
1914||EX - Extra.com.br|09/08/2018|23|extra online|42|2018-08-14 15:54:13.0000000
1915||EX - Extra.com.br|09/08/2018|23|pneu aro 14|54|2018-08-14 15:54:13.0000000
1916||EX - Extra.com.br|09/08/2018|23|cadastro clube extra|23|2018-08-14 15:54:13.0000000
1917||EX - Extra.com.br|09/08/2018|23|relÃ³gio masculino|37|2018-08-14 15:54:13.0000000
1918||EX - Extra.com.br|09/08/2018|23|cadeira escritÃ³rio|32|2018-08-14 15:54:13.0000000
1919||EX - Extra.com.br|09/08/2018|23|j7 prime|32|2018-08-14 15:54:13.0000000
1920||EX - Extra.com.br|09/08/2018|23|notebook|7|2018-08-14 15:54:13.0000000
1921||PF - Pontofrio.com|09/08/2018|0|notebook|19|2018-08-14 15:54:19.0000000
1922||PF - Pontofrio.com|09/08/2018|0|iphone|86|2018-08-14 15:54:19.0000000
1923||PF - Pontofrio.com|09/08/2018|0|celular|44|2018-08-14 15:54:19.0000000
1924||PF - Pontofrio.com|09/08/2018|0|guarda roupas de casal|14|2018-08-14 15:54:19.0000000
1925||PF - Pontofrio.com|09/08/2018|0|iphone 8|33|2018-08-14 15:54:19.0000000
1926||PF - Pontofrio.com|09/08/2018|0|iphone 7|33|2018-08-14 15:54:19.0000000
1927||PF - Pontofrio.com|09/08/2018|0|microondas|9|2018-08-14 15:54:19.0000000
1928||PF - Pontofrio.com|09/08/2018|0|geladeira|6|2018-08-14 15:54:19.0000000
1929||PF - Pontofrio.com|09/08/2018|0|j7 pro|32|2018-08-14 15:54:19.0000000
1930||PF - Pontofrio.com|09/08/2018|0|moto g6|40|2018-08-14 15:54:19.0000000
1931||PF - Pontofrio.com|09/08/2018|1|notebook|2|2018-08-14 15:54:19.0000000
1932||PF - Pontofrio.com|09/08/2018|1|iphone|25|2018-08-14 15:54:19.0000000
1933||PF - Pontofrio.com|09/08/2018|1|celular|16|2018-08-14 15:54:19.0000000
